HS Code,Description,CD,SD,VAT,AIT,RD,ATV,
87036021,Motor cars and other vehicles; including station wagons; CBU; brand new ; 1601-2000cc,CD 25%,SD 45%,VAT 15%,AIT 5%,RD 3%,ATV 5%,130.19,
87036022,Motor cars and other vehicles; including station wagons; CBU; recondition;1601-2000cc,CD 25%,SD 45%,VAT 15%,AIT 5%,RD 3%,ATV 5%,130.19,
87036023,Microbus; brand new,CD 25%,SD 45%,VAT 15%,AIT 5%,RD 3%,ATV 5%,130.19,
87036024,Microbus; reconditioned,CD 25%,SD 45%,VAT 15%,AIT 5%,RD 3%,ATV 5%,130.19,
87036027,Ambulance fitted with essential equipments; brand new 1601-2000cc,CD 5%,SD 20%,VAT 15%,AIT 5%,RD 0%,ATV 5%,57.88,
87036028,Ambulance fitted with essential equipments; reconditioned ; 1601-2000cc,CD 5%,SD 20%,VAT 15%,AIT 5%,RD 0%,ATV 5%,57.88,
87036031,Motor cars and other vehicles; including station wagons; CBU; brand new;2001-3000cc,CD 25%,SD 60%,VAT 15%,AIT 5%,RD 3%,ATV 5%,153.49,
87036032,Motor cars and other vehicles; including station wagons; CBU; recondition;2001-3000cc,CD 25%,SD 60%,VAT 15%,AIT 5%,RD 3%,ATV 5%,153.49,
87036033,Microbus; brand new 2001-3000cc,CD 25%,SD 60%,VAT 15%,AIT 5%,RD 3%,ATV 5%,153.49,
87036034,Microbus; reconditioned 2001-3000cc,CD 25%,SD 60%,VAT 15%,AIT 5%,RD 3%,ATV 5%,153.49,
87036035,Ambulance fitted with essential equipments; brand new;2001-3000cc,CD 5%,SD 20%,VAT 15%,AIT 5%,RD 0%,ATV 5%,57.88,
87036036,Ambulance fitted with essential equipments; recond. ;2001-3000cc,CD 5%,SD 20%,VAT 15%,AIT 5%,RD 0%,ATV 5%,57.88,
87036041,Motor cars and other vehicles; including station wagons; CBU; brand new;3001-4000cc,CD 25%,SD 100%,VAT 15%,AIT 5%,RD 3%,ATV 5%,215.61,
87036042,Motor cars and other vehicles; including station wagons; CBU; recondition;3001-4000cc,CD 25%,SD 100%,VAT 15%,AIT 5%,RD 3%,ATV 5%,215.61,
87036043,Microbus; brand new ; 3001-4000cc,CD 25%,SD 60%,VAT 15%,AIT 5%,RD 3%,ATV 5%,153.49,
87036044,Microbus; recondition ; 3001-4000cc,CD 25%,SD 60%,VAT 15%,AIT 5%,RD 3%,ATV 5%,153.49,
87036045,Ambulance fitted with essential equipments; brand new; 3001-4000cc,CD 5%,SD 20%,VAT 15%,AIT 5%,RD 0%,ATV 5%,57.88,
87036046,Ambulance fitted with essential equipments; recondition; 3001-4000cc,CD 5%,SD 20%,VAT 15%,AIT 5%,RD 0%,ATV 5%,57.88,
87036051,Motor cars and other vehicles; including station wagons; CBU; brand new; >4000cc,CD 25%,SD 300%,VAT 15%,AIT 5%,RD 3%,ATV 5%,526.23,
87036052,Motor cars and other vehicles; including station wagons; CBU; recondition; >4000cc,CD 25%,SD 300%,VAT 15%,AIT 5%,RD 3%,ATV 5%,526.23,
87036053,Microbus; brand new ; >4000cc,CD 25%,SD 60%,VAT 15%,AIT 5%,RD 3%,ATV 5%,153.49,
87036054,Microbus; redondition ; >4000cc,CD 25%,SD 60%,VAT 15%,AIT 5%,RD 3%,ATV 5%,153.49,
87036055,Ambulance fitted with essential equipments; brand new; >4000cc,CD 5%,SD 20%,VAT 15%,AIT 5%,RD 0%,ATV 5%,57.88,
87036056,Ambulance fitted with essential equipments; recondition; >4000cc,CD 5%,SD 20%,VAT 15%,AIT 5%,RD 0%,ATV 5%,57.88,
87037011,Of a cylinder capacity not exceeding 1600 cc,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
87037012,Of a cylinder capacity not exceeding 1600 cc,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
87037013,Microbus; brand new; cylinder capacity not exceeding 1600 cc,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
87037014,Microbus; reconditioned ; not exceeding 1600 cc,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
87037015,Ambulance fitted with essential equipments; brand new;not exceeding 1600 cc,CD 5%,SD 20%,VAT 15%,AIT 5%,RD 0%,ATV 5%,57.88,
87037016,Ambulance fitted with essential equipments; reconditioned ;not exceeding 1600 cc,CD 5%,SD 20%,VAT 15%,AIT 5%,RD 0%,ATV 5%,57.88,
87037021,Motor cars and other vehicles; including station wagons; CBU; brand new; 1601-2000cc,CD 25%,SD 45%,VAT 15%,AIT 5%,RD 3%,ATV 5%,130.19,
87037022,Motor cars and other vehicles; including station wagons; CBU; reconditio; 1601-2000cc,CD 25%,SD 45%,VAT 15%,AIT 5%,RD 3%,ATV 5%,130.19,
87037023,Microbus; brand new,CD 25%,SD 45%,VAT 15%,AIT 5%,RD 3%,ATV 5%,130.19,
87037024,Microbus; reconditioned,CD 25%,SD 45%,VAT 15%,AIT 5%,RD 3%,ATV 5%,130.19,
87037027,Ambulance fitted with essential equipments; brand new; 1601-2000cc,CD 5%,SD 20%,VAT 15%,AIT 5%,RD 0%,ATV 5%,57.88,
87037028,Ambulance fitted with essential equipments; Recondition; 1601-2000cc,CD 5%,SD 20%,VAT 15%,AIT 5%,RD 0%,ATV 5%,57.88,
87037031,Motor cars and other vehicles; including station wagons; CBU; brand new; 2001-3000cc,CD 25%,SD 60%,VAT 15%,AIT 5%,RD 3%,ATV 5%,153.49,
87037032,Motor cars and other vehicles; including station wagons; CBU; Recondi; 2001-3000cc,CD 25%,SD 60%,VAT 15%,AIT 5%,RD 3%,ATV 5%,153.49,
87037033,Microbus; brand new ; 2001-3000cc,CD 25%,SD 60%,VAT 15%,AIT 5%,RD 3%,ATV 5%,153.49,
87037034,Microbus; Recondition ; 2001-3000cc,CD 25%,SD 60%,VAT 15%,AIT 5%,RD 3%,ATV 5%,153.49,
87037035,Ambulance fitted with essential equipments; brand new; 2001-3000cc,CD 5%,SD 20%,VAT 15%,AIT 5%,RD 0%,ATV 5%,57.88,
87037036,Ambulance fitted with essential equipments; Recondition; 2001-3000cc,CD 5%,SD 20%,VAT 15%,AIT 5%,RD 0%,ATV 5%,57.88,
87037041,Motor cars and other vehicles; including station wagons; CBU; brand new;3001-4000cc,CD 25%,SD 100%,VAT 15%,AIT 5%,RD 3%,ATV 5%,215.61,
87037042,Motor cars and other vehicles; including station wagons; CBU; Recondition;3001-4000cc,CD 25%,SD 100%,VAT 15%,AIT 5%,RD 3%,ATV 5%,215.61,
87037043,Microbus; brand new ; 3001-4000cc,CD 25%,SD 60%,VAT 15%,AIT 5%,RD 3%,ATV 5%,153.49,
87037044,Microbus; Recondition ; 3001-4000cc,CD 25%,SD 60%,VAT 15%,AIT 5%,RD 3%,ATV 5%,153.49,
87037045,Ambulance fitted with essential equipments; brand new; 3001-4000cc,CD 5%,SD 20%,VAT 15%,AIT 5%,RD 0%,ATV 5%,57.88,
87037046,Ambulance fitted with essential equipments; Recondition; 3001-4000cc,CD 5%,SD 20%,VAT 15%,AIT 5%,RD 0%,ATV 5%,57.88,
87037051,Motor cars and other vehicles; including station wagons; CBU; brand new; >4000cc,CD 25%,SD 300%,VAT 15%,AIT 5%,RD 3%,ATV 5%,526.23,
87037052,Motor cars and other vehicles; including station wagons; CBU; brand new; >4000cc,CD 25%,SD 300%,VAT 15%,AIT 5%,RD 3%,ATV 5%,526.23,
87037053,Microbus; brand new; >4000cc,CD 25%,SD 60%,VAT 15%,AIT 5%,RD 3%,ATV 5%,153.49,
87037054,Microbus; Recondition; >4000cc,CD 25%,SD 60%,VAT 15%,AIT 5%,RD 3%,ATV 5%,153.49,
87037055,Ambulance fitted with essential equipments; brand new; >4000cc,CD 5%,SD 20%,VAT 15%,AIT 5%,RD 0%,ATV 5%,57.88,
87037056,Ambulance fitted with essential equipments; Recondition; >4000cc,CD 5%,SD 20%,VAT 15%,AIT 5%,RD 0%,ATV 5%,57.88,
87038000,Other vehicles; with only electric motor for propulsion,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
87039011,CNG operated 3 wheeled vehicle; 4 stroke engine;CBU,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
87039012,CNG operated 3 wheeled Vehicle;4 stroke engine;CKD,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
87039013,Electric Battery operated 3 wheeled Vehicles,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
87039019,Three wheelled vehicles; NES,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
87039020,Ambulance fitted with essential equipment; 3001-4000CC,CD 5%,SD 20%,VAT 15%,AIT 5%,RD 0%,ATV 5%,57.88,
87039090,Other Vehicle; NES,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
87041000,Dumpers For Off-Highway Use,CD 1%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,27.55,
87042111,Refer Van & Insulated Road Milk Tanker In Cbu; G.V.W Not >5 Tonnes,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
87042112,Double cabin pickup;CBU;min.4 doors of a cylinder capacity =<1600cc,CD 25%,SD 45%,VAT 15%,AIT 5%,RD 3%,ATV 5%,130.19,
87042113,Double cabin pickup;CBU;min.4 doors of a cylinder capacity 1601-2000cc;,CD 25%,SD 60%,VAT 15%,AIT 5%,RD 3%,ATV 5%,153.49,
87042114,Double cabin pickup;CBU;min.4 doors of a cylinder capacity 2001cc-3000cc,CD 25%,SD 60%,VAT 15%,AIT 5%,RD 20%,ATV 5%,186.49,
87042115,Double cabin pickup;CBU;min.4 doors of a cylinder capacity 3001-4000cc,CD 25%,SD 350%,VAT 15%,AIT 5%,RD 3%,ATV 5%,603.88,
87042116,Double cabin pickup;CBU;min.4 doors of a cylinder capacity >4000cc,CD 25%,SD 500%,VAT 15%,AIT 5%,RD 3%,ATV 5%,836.84,
87042117,Dumper/tipper in CBU,CD 15%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,44.53,
87042119,Goods vehicles; with diesel or semi-diesel engines; gvw =<5tonnes; CBU; NES,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
87042121,Truck and pickup in CKD condition,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
87042129,Goods Vehicles;With Diesel Or Semi-Diesel Engines;Gvw<=5tons;Other In CKD,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
87042211,Refrigeration  Van in CBU,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
87042212,Truck having more than 2 axles in CBU,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
87042213,INSULATED ROAD MILK TANKER IN CBU,CD 1%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,27.55,
87042214,Dumper/tipper in CBU,CD 15%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,44.53,
87042215,Of compressor imported by VAT registered compressor manufacturers,CD 1%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,27.55,
87042216,Goods vehicles; with diesel or semi-diesel engines; gvw >5--<=20tonnes; OTHER CBU,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
87042217,Truck in CKD condition; >5 tonnes; but not >20 tonnes,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
87042218,Goods vehicles; with diesel or semi-diesel engines; gvw 5-20tonnes; OTH CKD,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
87042311,Refer Van & Insulated Road Milk Tanker ; Cbu; Gvw >20 Tonnes,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
87042312,Truck having more than 2 axles in CBU,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
87042313,Dumper/tipper in CBU,CD 15%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,44.53,
87042314,Goods vehicles; with diesel or semi-diesel engines; gvw >20tonnes; OTH CBU,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
87042315,Goods vehicles; with diesel or semi-diesel engines; gvw >20tonnes; CKD,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
87042316,Goods vehicles; with diesel or semi-diesel engines; gvw >20tonnes; OTH CKD,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
87043111,Refer Van & Insulated Road Milk Tanker; Cbu; Gvw Not >5 Tonnes,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
87043112,Double cabin pickup;CBU;4 doors of a cylinder capacity <=1600cc,CD 25%,SD 45%,VAT 15%,AIT 5%,RD 3%,ATV 5%,130.19,
87043113,Double cabin pickup;CBU;min.4 doors of a cylinder capacity 1601CC BUT <=2000cc,CD 25%,SD 60%,VAT 15%,AIT 5%,RD 3%,ATV 5%,153.49,
87043114,Double cabin pickup;CBU;min.4 doors of a cylinder capacity >2000cc but<=3000cc,CD 25%,SD 60%,VAT 15%,AIT 5%,RD 20%,ATV 5%,186.49,
87043115,Double cabin pickup;CBU;min.4 doors of a  cylinder capacity 3001-4000cc,CD 25%,SD 350%,VAT 15%,AIT 5%,RD 3%,ATV 5%,603.88,
87043116,Double cabin pickup;CBU;min.4 doors of a  cylinder capacity >4000cc,CD 25%,SD 500%,VAT 15%,AIT 5%,RD 3%,ATV 5%,836.84,
87043117,Dumper/tipper in CBU,CD 15%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,44.53,
87043118,Goods vehicles; with spark-ignition piston engines; gvw =<5tonnes; OTH CBU,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
87043119,Goods vehicles; with spark-ignition piston engines; gvw =<5tonnes; CBU; NES,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
87043121,Truck; Ckd,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
87043122,Pick-Up; Ckd,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
87043211,Refer Van & Insulated Road Milk Tanker; Cbu; Gvw >5 Tonnes,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
87043212,Truck having more than 2 axles in CBU,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
87043213,Dumper/tipper in CBU,CD 15%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,44.53,
87043219,Goods vehicles; with spark-ignition piston engines; gvw >5tonnes; CBU; NES,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
87043221,Truck; Ckd,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
87043222,Goods vehicles; with spark-ignition piston engines; gvw >5tonnes; EXCL. TRUCK,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
87049011,CNG/LPG/LNG operated Refrigeration van & insulated road milk tanker in CBU,CD 1%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,27.55,
87049012,CNG/LPG/LNG operated Trucks (excl. multi axle trucks) in CBU; g.v.w.  exceeding   5 t,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
87049013,CNG/LPG/LNG operated dumper/tipper in CBU,CD 15%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,44.53,
87049014,Pickup; Used Or Reconditioned;Cbu,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
87049015,Motor vehicles for the transport of goods; CBU; nes,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
87049021,CNG/LPG/LNG operated Trucks (excl. multi axle trucks) in CKD; g.v.w. exceeding   5 to,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
87049023,Other; Ckd (Excl.Truck/Pickup),CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
87051000,Crane Lorries,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
87052000,Mobile Drilling Derricks,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
87053000,Fire Fighting Vehicles,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
87054000,Concrete-Mixer Lorries,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
87059010,Special Purpose Motor Vehicles; Nes (Eg Breakdown Lorries; Etc),CD 5%,SD 0%,VAT 0%,AIT 5%,RD 0%,ATV 5%,16.65,
87059090,Special Purpose Motor Vehicles; Nes (Eg Breakdown Lorries; Etc),CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
87060010,Chassis Fitted With Engines;For The Motor Vehicles Of Heading Nos. 87.01,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
87060021,Chassis Fitted With Eng.For The Motor Vehicles Of 87.02; Double Decker,CD 5%,SD 0%,VAT 0%,AIT 5%,RD 0%,ATV 5%,16.65,
87060022,Chassis Fitted With Eng.Heading No.87.02 Buses For Having Seating Cap.>=40,CD 10%,SD 0%,VAT 0%,AIT 5%,RD 0%,ATV 5%,21.97,
87060023,Chas.Fite.With Eng.H.No.87.02;Public Car.Of Having Seating<15 Incl.Driver,CD 25%,SD 0%,VAT 0%,AIT 5%,RD 3%,ATV 5%,41.11,
87060024,Chassis fitted with engine;for the notor vehicles of heading 87.02 in CKD Condition,CD 5%,SD 0%,VAT 0%,AIT 5%,RD 0%,ATV 5%,16.65,
87060029,Chassis Fitted With Engines;For The Motor Vehicles Of 87.02; Nes,CD 10%,SD 0%,VAT 0%,AIT 5%,RD 0%,ATV 5%,21.97,
87060031,Chas.Fitted With Eng.H.No.87.03for Three Wheeled Veh.With Two Strock Eng.,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
87060032,Chassis Fit.With Eng.H.No.87.03 For Three Wheeled Veh.With Four Stroke Eng,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
87060033,Chassis Fitt. With Eng.....Microbus of a cylinder capacity not exceeding 1800cc,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
87060034,Chassis fitted with engines; ....For microbus of a cylinder capacity exceeding 1800cc,CD 25%,SD 45%,VAT 15%,AIT 5%,RD 3%,ATV 5%,130.19,
87060035,Chassis fitted with engines; ....For vehicle of a cylinder capacity =< 1600cc,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
87060036,Chassis fitted with engines; ....For vehicle of a cylinder capacity 1601-2000cc,CD 25%,SD 60%,VAT 15%,AIT 5%,RD 15%,ATV 5%,176.79,
87060037,Chassis fitted with engines; ....For vehicle of a cylinder capacity 2001-3000cc,CD 25%,SD 150%,VAT 15%,AIT 5%,RD 15%,ATV 5%,329.67,
87060038,Chassis fitted with engines; ....For vehicle of a cylinder capacity 3001-4000cc,CD 25%,SD 300%,VAT 15%,AIT 5%,RD 10%,ATV 5%,560.2,
87060039,Chassis fitted with engines; ....For vehicle of a cylinder capacity >4000cc,CD 25%,SD 350%,VAT 15%,AIT 5%,RD 35%,ATV 5%,778.6,
87060041,Ches.Fitt.With Eng.H.No.87.04 For Truck(Ex.Multi Axle Truck)Pickup&Del.Van,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
87060042,Chassis fitted with engines; for trucks with more than two axles including CNG/LPG/LN,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
87060043,Chassis fitted with eng. for motor vehic. 8704. in CKD,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
87060044,Chassis fitted with engines; for double cabin pickup of headings  87.04; =<1600cc,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
87060045,Chassis fitted with engines; for double cabin pickup of he. 87.04; 1601-4000cc,CD 25%,SD 45%,VAT 15%,AIT 5%,RD 3%,ATV 5%,130.19,
87060046,Chassis fitted with engines; for double cabin pickup;2001-3000cc,CD 25%,SD 60%,VAT 15%,AIT 5%,RD 3%,ATV 5%,153.49,
87060047,Chassis fitted with engines; for double cabin pickup;2001-3000cc,CD 25%,SD 200%,VAT 15%,AIT 5%,RD 3%,ATV 5%,370.92,
87060048,Chassis fitted with engines; for double cabin pickup; >4000cc,CD 25%,SD 300%,VAT 15%,AIT 5%,RD 3%,ATV 5%,526.23,
87060049,Chassis Fitted With Engines; For The Motor Vehicles Of 87.04; Nes,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
87060050,Chassis Fitted With Engines; For The Motor Vehicles Of Heading No.87.05,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
87071000,Bodies (Incl. Cabs) For The Motor Vehicles Of 87.03,CD 25%,SD 45%,VAT 15%,AIT 5%,RD 3%,ATV 5%,130.19,
87079010,Bodies Including Cabs; For The Motor Vehicles Of Heading Nos. 87.01,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
87079021,Bodies Incl.Cabs For The Motor Vehicles Nos. 87.02; Double Decker,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
87079022,Bodies Incl.Cabs For The Motor Vehic.No.87.02;Buses For Having Sea.Cap.=>0,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
87079023,Bodi.Incl.Cabs For Motor Vehi.Public Carrier Of Havi.Seat.Cap.<=15incl.Dri,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
87079029,Bodies Incl.Cabs For The Motor Vehicles; Nes,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
87079041,Bodies Including Cabs; For Trucks ( Excl. Multi Axle Trucks); Pickup,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
87079042,Bodies (Incl. Cabs) For The Motor Vehicles; Nes,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
87079049,Bodies Incl. Cabs For The Motor Vehicles; Nes,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
87079050,Bodies Including Cabs; For The Motor Vehicles Of Heading Nos.87.05,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
87081000,Bumpers and parts thereof,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
87082100,Safety seat belts,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
87082900,Parts and accessories of bodies (incl. cabs); nes,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
87083000,Brakes and servo-brakes and parts thereof  Excl. For tractors,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
87084000,Gear boxes,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
87085000,Drive-axles with differential,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
87087000,Road wheels and parts and accessories thereof,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
87088000,Suspension shock absorbers,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
87089100,Radiators,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
87089200,Silencers and exhaust pipes,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
87089300,Clutches and parts thereof,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
87089400,Steering wheels; steering columns and steering boxes,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
87089500,Safety airbags with inflater system; parts thereof,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
87089900,Parts and accessories; nes; for vehicles of 87.01 to 87.05,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
87091100,Electrical vehicles; not fitted with lifting... equipment,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
87091900,Works trucks (excl. electrical); not fitted with lifting... equipment,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
87099000,Parts Of Works Trucks Of 87.09,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
87100000,Motorized Tanks And Other Armoured Fighting Vehicles And Parts Thereof,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
87111011,Motorcycles(incl. mopeds) capacity not >50cc;In CBU with four-stroke engine,CD 25%,SD 60%,VAT 15%,AIT 5%,RD 3%,ATV 5%,153.49,
87111019,Motorcycles;Capacity not >50cc; in CBU with two stroke engine,CD 25%,SD 250%,VAT 15%,AIT 5%,RD 3%,ATV 5%,448.57,
87111021,Motorcycle;capacity not >50 Cc;in CKD with four stroke engine,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
87111029,Motorcycle;capacity not>50Cc; in CKD with two stroke engine,CD 25%,SD 250%,VAT 15%,AIT 5%,RD 3%,ATV 5%,448.57,
87111091,Motor Cycle;Capacity not >50cc;NES(CBU/CKD) Four Stroke Engine in CBU,CD 25%,SD 60%,VAT 15%,AIT 5%,RD 3%,ATV 5%,153.49,
87111092,Motorcycle Four-Stroke engine in CKD cylndr. capacity <=50cc,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
87111099,Motor Cycle; Capacity not >50cc NES(CBU/CKD); Two stroke Engine,CD 25%,SD 250%,VAT 15%,AIT 5%,RD 3%,ATV 5%,448.57,
87112011,Piston engine;capacity >50cc not >250cc;Motorcycle; in CBU with four-stroke engine,CD 25%,SD 60%,VAT 15%,AIT 5%,RD 3%,ATV 5%,153.49,
87112019,Piston Engine;Capacity >50cc not >250cc;MotorCycle;in CBU with two stroke engine,CD 25%,SD 250%,VAT 15%,AIT 5%,RD 3%,ATV 5%,448.57,
87112021,Piston Engine;Capacity >50cc not >250cc;Motorcycle;In CKD with four stroke engine,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
87112029,Piston Engine;Capacity >50cc not >250cc;Motorcycle;in CKD with two stroke engine,CD 25%,SD 250%,VAT 15%,AIT 5%,RD 3%,ATV 5%,448.57,
87112091,Piston Engine;Capacity >50cc not >250cc; NES(CBU/CKD).Four Stroke Engine in CBU,CD 25%,SD 60%,VAT 15%,AIT 5%,RD 3%,ATV 5%,153.49,
87112092,Motorcycle Four-Stroke engine in CKD cylndr capacity >50cc but <=250cc,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
